Title,Year,Male Authors,Female Authors,Unknown Gender Authors,First Author Female,Last Author Female,Total Authors
M3 - A behavioral similarity metric for business processes,2011,3,0,0,False,False,3
Goals for an IoT context-based process modelling language regarding logistics,2011,2,1,0,False,True,3
Releasing material screening and continuous nano-imprinting in mold replication for Nano-Imprint Lithography,2011,4,0,1,False,False,5
Optimising operational costs using Soft Computing techniques,2011,4,1,0,False,False,5
A framework proposal for intelligent management of unexpected exceptions in workflow,2011,0,1,0,True,True,1
Situatedness - The Amalgam of Agile (S-)BPM,2011,2,0,0,False,False,2
Differences in business process management between global players and micro enterprises - Experiences from practice,2011,2,0,0,False,False,2
Towards a business process-oriented approach to enterprise content management: The ECM-blueprinting framework,2011,1,1,1,False,True,3
Modeling needs in the BPM consulting process,2011,1,0,0,False,False,1
Combining ERP systems with enterprise 2.0,2011,3,0,0,False,False,3
A concept for comprehensive knowledge management system,2011,2,0,0,False,False,2
A predictive business agility model for service oriented architectures,2011,4,1,0,False,False,5
BPM 2.0: Business process management meets empowerment,2011,2,0,0,False,False,2
Visual modeling of workflow with support to multimedia and spatiotemporal indexing,2011,3,2,0,True,False,5
Service-oriented enterprise: Taking the next step beyond agility in the digital economy,2011,0,1,0,True,True,1
Business objects as a mediator between processes and data,2011,1,0,0,False,False,1
Service networks performance analytics: A literature review,2011,1,0,1,False,False,2
Key lessons from wikimanagement and BPM best practices: Aspiring for a truly holistic approach in BPM,2011,1,0,0,False,False,1
A study on process evaluation and selection model for business process management,2011,0,0,2,False,False,2
Dynamic catenation and execution of cross organisational business processes - The jCPEX! approach,2011,5,0,0,False,False,5
Querying business process models based on semantics,2011,2,1,0,False,True,3
Petri net based agents for coordinating resources in a workflow management system,2011,3,1,0,False,True,4
Key challenges for enabling agile BPM with social software,2011,7,2,0,False,False,9
Business process and business rules modelling in concert for e-service design and business alignment,2011,2,0,0,False,False,2
A planning and scheduling perspective for designing business processes from declarative specifications,2011,1,1,0,True,False,2
Key features of subject-oriented modeling and organizational deployment tools,2011,2,0,0,False,False,2
Ontological description and similarity-based discovery of business process models,2011,2,0,0,False,False,2
Integrating constraints to support legally flexible business processes,2011,2,1,0,True,False,3
Establishing conceptual and functional links between S-BPM and business rules,2011,2,0,0,False,False,2
Do we need to re-think current BPM research issues?,2011,1,0,0,False,False,1
"User requirements notation: The first ten years, the next ten years",2011,2,0,0,False,False,2
Business Process Service Oriented Methodology (BPSOM) with service generation in SoaML,2011,3,1,0,True,False,4
A fact-oriented ontological approach to human process modeling for knowledge-intensive business services,2011,2,0,3,False,False,5
Random thoughts on multi-level conceptual modelling,2011,1,0,0,False,False,1
Business logic evaluation model for web service reliability analysis,2011,0,0,4,False,False,4
A genesis of thinking in the evolution of ancient philosophy and modern software development,2011,1,0,0,False,False,1
BPM and BPMN as integrating concepts in eGovernment - The Swiss eGovernment BPM ecosystem,2011,2,0,0,False,False,2
Experiences of using different communication styles in business process support systems with the shared spaces architecture,2011,2,0,1,False,False,3
Service orienting the Swedish vaccination recommendation activity with the business rules centric digital service VacSam,2011,3,0,0,False,False,3
Relationship between BPM education and business process solutions: Results of a student contest,2011,1,0,0,False,False,1
Why we need to re-think current BPM research issues,2011,1,0,0,False,False,1
Understanding the role of communication and hands-on experience in work process design for all,2011,1,0,0,False,False,1
Six sigma as a business process management method in services: Analysis of the key application problems,2011,2,1,0,False,False,3
Artifact-centric workflow management system,2011,2,2,1,True,False,5
Methodology and recommendations for crisis processes: An effective way how to manage business process deployment in the crisis management,2011,2,1,0,False,True,3
Using multi-subjects for process synchronization on different abstraction levels,2011,2,0,0,False,False,2
Advances in business process management implementation based on a maturity assessment and best practice exchange,2011,1,0,0,False,False,1
Exporting natural language: Generating NL sentences out of S-BPM process models,2011,1,0,0,False,False,1
An application of business process method to the clinical efficiency of hospital,2011,1,1,0,False,True,2
Towards ontology-based collaboration framework based on messaging system,2011,0,0,1,False,False,1
Using distributed CSPs to model business processes agreement in software multiprocess,2011,1,3,0,True,True,4
Value orientation in process management: Research gap and contribution to economically well-founded decisions in process management,2011,3,1,0,False,True,4
Comparison of system dynamics and BPM for software process simulation,2011,3,0,1,False,False,4
Context-aware web services orchestration for multimedia conference process management,2011,3,0,0,False,False,3
Distributed execution of S-BPM business processes,2011,3,0,0,False,False,3
Analyzing behavioral properties of semantic business processes with parametric data,2011,2,1,0,True,False,3
The Third Workshop on Behaviour Modelling - Foundations and Applications,2011,1,2,1,True,False,4
"Enhancing data exchange and management supervision in a complex mesh of subcontractors: A theoretic approach to counter interface issues in micro-, small-and medium-sized enterprises",2011,2,0,0,False,False,2
Knowledge base development in virtual enterprise network as support for workplace risk assessment,2011,4,1,0,False,False,5
New patents on business process management information systems and decision support,2011,1,2,0,True,False,3
Research on business process management-based supply chain system,2011,1,2,1,False,True,4
"Market, network, hierarchy: Emerging mechanisms of governance in business process management",2011,2,0,0,False,False,2
Semantic business process space for intelligent management of sales order business processes,2011,1,0,1,False,False,2
